"cellIndex","windowIndex","frameIndex","termination","Duration","avgSpeed","maxSpeed"
1,1,2,5,4,-2.8463355,1.043211
1,1,14,32,19,-3.62531612631579,-0.3711571
1,1,41,48,8,-3.1926244375,1.026993
1,1,63,73,11,-5.31368963636364,1.716954
1,2,2,6,5,-3.68936174,3.673723
1,2,18,30,13,-5.80198456923077,-0.3978094
1,2,40,48,9,-5.60282294444444,1.058127
1,2,58,72,15,-2.93232320666667,0.6912931
1,3,2,5,4,-4.0795078,0.2695728
1,3,18,30,13,-6.20791177692308,0.5759571
1,3,40,48,9,-5.75496794444444,0.6217905
1,3,56,70,15,-2.37975797333333,0.1527947
1,3,85,89,5,-3.3056564,-1.832954
1,4,17,29,13,-4.59709916230769,0.06461389
1,4,41,48,8,-3.877291525,0.2469268
1,4,61,67,7,-2.54252034285714,-0.3103234
1,4,84,89,6,-2.311753,-1.739365
1,5,17,28,12,-3.05715751583333,0.06549481
1,5,32,36,5,-2.5396542,0.794782
1,5,61,77,17,-2.54658873576471,-0.006566508
1,6,33,56,24,-2.72969148791667,1.814296
1,6,63,82,20,-2.4205307205,0.02731899
1,7,34,56,23,-4.10559149130435,2.324393
1,7,64,69,6,-2.86762581666667,0.2540788
1,8,36,46,11,-5.8876085,-0.3716225
1,8,64,70,7,-3.12412667667143,0.0004062633
1,9,38,46,9,-5.5102661,1.007963
1,9,62,69,8,-3.78968434125,-0.07667013
1,9,74,81,8,-2.3646101625,1.082919
1,10,17,25,9,-4.72594581111111,1.485619
1,10,30,34,5,-5.70933688,0.7823986
1,10,39,47,9,-3.2373066,0.6671576
1,10,52,59,8,-2.5494728375,0.1367975
1,11,18,35,18,-3.03072998333333,3.195198
1,11,41,49,9,-2.25084938888889,1.431075
1,12,2,8,7,-4.17708097814286,-0.009492847
1,12,18,36,19,-3.25245681052632,1.483031
1,12,44,50,7,-2.74083304285714,0.1860377
1,12,67,75,9,-4.42259325555556,0.5116727
1,13,2,9,8,-4.7482885,1.196942
1,13,17,36,20,-3.7579551975,-0.02583895
1,13,66,75,10,-3.829009758,0.05360542
1,14,2,10,9,-4.347433,1.131157
1,14,17,33,17,-3.62764012294118,0.01454901
1,14,56,63,8,-2.9346354875,0.9240871
