"cellIndex","windowIndex","frameIndex","termination","Duration","avgSpeed","maxSpeed"
1,1,2,11,10,2.21218900853808,5.34865618700759
1,1,25,33,9,2.48165995237261,5.24761575212294
1,1,63,74,12,5.70171924122313,8.98546012549022
1,1,79,90,12,2.36911010276933,5.5360001486906
1,2,25,33,9,2.39355628185748,4.74397607568315
1,2,63,74,12,4.23727966652935,7.27691464504855
1,3,25,50,26,2.75764347151749,7.27019389981887
1,4,24,50,27,3.430911831719,10.2091113984084
1,4,78,90,13,3.04732324079742,7.30192622037654
1,5,24,33,10,5.8130591712193,10.0352867835865
1,5,37,50,14,3.27298702150246,7.87358720478873
1,5,78,90,13,3.97077125056513,9.26882635405907
1,6,24,37,14,3.38782187138499,8.25977748130327
1,6,40,51,12,4.9560646794938,11.8917657799886
1,6,79,89,11,4.97530584479754,8.5091207806127
1,7,2,17,16,2.12660079617448,4.83521521572428
1,7,24,37,14,3.06936367010522,7.11497957771971
1,7,42,51,10,5.69609675781161,12.8134637357239
1,7,79,89,11,5.77835550802723,10.6985696674472
1,8,2,17,16,2.91212524701576,5.65457778066541
1,8,24,37,14,2.9849427171004,6.00715789807658
1,8,43,52,10,4.32720881723798,10.5244957547195
1,8,80,89,10,7.17673092047033,13.0636523169672
1,9,2,17,16,2.6492535321352,5.26979195997698
1,9,24,37,14,2.66097588186012,4.97858425967909
1,9,45,53,9,2.69220035715385,7.03121514942017
1,9,65,74,10,2.65946851922562,5.55800444439964
1,9,80,88,9,8.31867595033455,14.2763045572895
1,10,23,38,16,2.12346092536911,4.33425896658742
1,10,66,75,10,4.7397833929426,9.74767480548212
1,10,79,88,10,7.07466930330774,13.9489658301764
1,11,66,76,11,4.83260442516403,11.3404055492737
1,11,79,88,10,5.89411277632963,10.2785176357269
1,12,23,33,11,2.55574317604861,6.20734586182155
1,12,65,76,12,3.99525218988395,9.40431880464447
1,12,79,88,10,3.5498761425822,5.90950898720598
1,13,23,34,12,2.98705998734618,7.09093626177402
1,13,54,58,5,2.20450339320697,4.15897668902335
1,13,63,76,14,2.86170945296715,6.60658099280246
1,14,23,34,12,2.73331467189993,6.62570372861816
1,14,63,76,14,2.20746922384188,4.78863712532096
1,15,23,34,12,3.31339644248371,6.55967018414025
1,16,23,33,11,3.62251330893728,6.70107515364517
1,17,23,33,11,3.72174580615473,6.85232562738755
1,18,23,33,11,2.96633308602407,5.96740706279025
1,19,23,32,10,3.10259436998227,6.00593364734723
1,23,23,33,11,2.77467700910542,5.80296128369658
1,23,65,75,11,2.16878540516899,4.31569655709514
1,24,23,32,10,3.46285965822959,6.38472330941659
1,24,66,75,10,2.3379869603936,3.59202693047895
1,25,23,32,10,3.34195354233864,6.43491827553773
1,25,65,75,11,2.1053863867575,3.67828599480884
1,27,66,76,11,2.06132770171154,3.81957670965866
1,28,23,34,12,2.71672712347777,5.68341596744332
1,28,66,76,11,2.16507282578305,4.13368357844302
